id,word,context,gold_sense
10,uber,if you are in the mood for fresh juice a smoothie or an incredible salad pop by to see us here at fresh and organic we make some of the most amazing organic food fresh every day here at our cafe in covent garden and with such a varied menu there is something for everyone from porridge to coffee to cakes you will find something perfect for you swing by to see us today and enjoy a quick bite or even order direct to your home through deliveroo and uber eats,brand
11,uber,am start this morning car plane train tube and uber to get from to to see at make three middle aged women happy tonight p s we are at least double the age of everyone else here,brand
12,uber,are you a regular fresh and organic aficionado but you cannot make it down to see us at our cafe in covent garden as much as you would like not to worry you can get your order delivered directly to your home via deliveroo or uber eats no more boring lunches at work no need to get a greasy unhealthy takeaway on a saturday night just put an order into our kitchen and we will sort you out,brand
13,uber,we remind you that we offer uber eats service so you can order your lunch from home,brand
14,uber,life s a combination of magic and pasta order your pasta to be delivered to your door in only half an hour and with a discount check uber eats link in our profile,brand
15,uber,last night was kind of a big deal for me up until then i had never been apart from arabella for more than minutes my lovely friend is getting married luckily she is months pregnant and wanted to do a low key bridal dinner locally rather than a huge boozy night out so i pumped my milk and tearily got into an uber to celebrate i managed a whole three hours away from home before i was back home tucked up in bed with her we have made plans to have a proper hen do once she is had the baby and we are both ready to party again like we used to i am not sure if it is because i breastfeed or if i am just a clingy mum but for now hours is more than enough for me what age was your baby when you left him her for more than an hour and what age were they when you left them overnight would love to hear other mums experiences,brand
16,uber,great chats with my london uber driver who lives in his car i gave him quid cash tip to go get a pie and a few beers tonight,brand
17,uber,just what we all need right now a photo of a very cute baby in even cuter kidswear from this lovely range of uber cute kidswear will be here on sunday come and check out the range pm photo credit,intensifier
18,uber,how to take taxis in london that are environmentally friendly relatively reduce your carbon footprint when taxi ing two ways uber pool this is an option on the app and you will share your uber with someone else traveling on a similar route as you you need to give yourself extra travel time as it will take a bit longer but it is definitely an improvement electric taxi all new london black taxis must be electric just look for one that is electric when you are hailing they look a little more futuristic and are very quiet your taxi ride will be emissions free this month is month at i am teaching you how to make your london trip as green as possible while also still being the trip of a lifetime,brand
19,uber,photography today with the uber talented making a derelict industrial building look sexy for the pr launch next week,intensifier
20,uber,out at the lane with a long lost st cousin not seen this uber cool dude for c years more family stuff when we were kids and well before that apparently so so chuffed to hook up again,intensifier
21,uber,so you know how i said i would be trialing for a few weeks just to give you an update this card is pretty amazing it made me realise how much money i was wasting on unnecessary things such as uber cocktails and a ridiculous amount of coffee it only takes minutes to sign up and it can really make a difference,brand
22,uber,it is veganuary enjoy the delights of our vegan caribbean dishes from ackee sauteed vegetables jackfruit curry vegan veggie patties sweetcorn fritters even coconut and chocolate icecreams and juices there is lots more eat with us call us direct or order online justeat deliveroo uber you will not be disappointed,brand
23,uber,a summer party like no other we know it is only january but with summer not far away we are uber excited for our summer yacht parties each year we welcome some of the biggest groups from corporates and private leisure guests on board our epic luxury yacht in london to celebrate have you booked your summer party or are you looking for a unique venue contact our experienced events team to get more information on our packages and exclusive offers packages available from pp email events com or call,intensifier
24,uber,uber glam filming makeup for gorgeous playboy playmate and adult actress for in london,intensifier
25,uber,our family has been so blessed to have the opportunity to visit europe numerous times as a family and for one on one dad trips with his kids it is was austen s turn if you ever have the chance to come to london i highly recommend the w it is in the heart of everything and the cool thing is everything ya want to see the eye big ben etc are short uber trips away it is super safe and the staff at the w are amazing with everything,brand
26,uber,never been a fan of harley davidson bikes but this is uber cool,intensifier
27,uber,are you breathing are you safe let the process unfold heard on a podcast and made a note for days like friday the day that really threw me on my ass i am safe i am breathing i am on a train after planes and buses and uber s and frantic phone call s with amazing husband after running around i am circles after losing my backpack which contained some very important things after being in the air farther and farther from my important things and the irony of not being able ground down and land the plane the limbo feeling stuck and helpless and so stupid after wandering in the wind and rain searching for temporary comforts when everything is closed after even in the insanity of it all finding a way to laugh to see beauty and silver linings and to feel comfort from a stranger after finally letting go and bawling my eyeballs out on the floor after recognizing that friday was a strange manifestation of the shit i am confronting navigating on a deeper level in real life that i may need to slow down sometimes that there are many things out of my control the letting go the acceptance the letting go after thinking i was managing it well when i was not finished feeling it all out loud in the middle of cabot circus in the rain i am sharing this with you because i think it is important to show both sides of the coin that is all yesterday finding a grocery store and toothpaste felt hard this morning my airbnb host jo who has the most incredibly gentle and loving presence walked me to the station with cassie the sweet sweet lab she is dog sitting jo packed me food to eat including bread she made coming here and connecting with her in my vulnerable fragile state is a gift i think she might be an angel i do not feel emotionally or physically prepared for the bjj seminar i signed up for in london today but i am showing up anyway i think a room filled with strong woman could be just what i need my gi and original white belt was in the missing bag the only one i packed for this trip but a lovely person is bringing me one to borrow thanks to a dear friend also an angel enough for now eh sending out major love,brand
28,uber,nervous as balls playing me first gig at the other night there was also storm dennis so i got an uber and then my monzo did not work and my capo fell apart but guess what it was the vv fun i am doing another one at on th march if you would like to come and hear me forget lyrics please let me know and i will provide you with a ticket,brand
29,uber,another blog post yep that is right alina and chris have finally made it on to my website with their uber stylish ace hotel wedding city skylines and smoke bombs yes please click the link in the bio and feast your eyes,intensifier
30,uber,whadda send off they musta saw me in my uber heading to victoria station to catch the gatwick express to the airport westminster abby s bells ring the day,brand
31,uber,here at manjaros restaurant ilford we have a star hygiene rating from we take food safety hygiene cleanliness seriously as you all are aware contributing to the prevention of the spread of covid or coronavirus is very important we have recently implemented the following new measures for our manjaros family and guests to reduce the risk of contamination we have given our manjaros family further training to educate all of our team members about how to increase the level of hygiene and cleanliness throughout our restaurant to ensure our premises are a virus free zone installed hand sanitisers at the entrance of the restaurant and in multiple locations throughout for staff and guest to use extra measures in place in the kitchen area we now double wash our crockery and cutlery ensured that food for delivery is double packaged ensured our cashiers use the hand sanitisers after handling money daily deep cleaning of our whole premises we have increased the amount and frequency of sanitiser we use at the premises which include tables seating floors devices door handles washrooms we request guest to please wash your hands before and after your meal at manjaros restaurant with our anti bacterial soap and water for at least seconds feel free to use the hand sanitisers located throughout our restaurant avoid touching your eyes nose and mouth with unwashed hands stay at home if you are feeling unwell make sure you cover your nose and mouth with a tissue when coughing and sneezing then immediately dispose of the tissue if you are feeling worried about venturing out please remember you can always order online and we will delivery direct to your door using our delivery partners uber eats just eat and deliveroos,brand
32,uber,tooting s award winning vegan express are serving up a special menu for mother s day next sunday they will be serving a mixed grill with sweet potato and buckwheat croquettes to start followed by a bean loaf sunday roast with all the trimmings and a rich gravy and a biscoff cheesecake for dessert all food is freshly prepared on site and of course completely vegan all for just vegan express also have a wide selection of vegan wine and beer on offer to accompany the meal call or pop in to garratt lane to book vegan express are open tuesday friday pm to pm and saturday sunday pm to pm find out more about vegan express on their website link in their bio express they also deliver via deliveroo just eat uber eats and orderyoyo,brand
33,uber,thanks to the uber driver yesterday i discovered the best radio station ever so while i sit for the next millennium costing and designing jobs in my own quarantine bubble this nerd is dancing around the flat,brand
34,uber,back soon belgravia today the belgravia carry lord carrington champagne burmese yrs the flea miss chloe black moggy rags to riches yrs left to the country wimbledon to go into lockdown the belgravia s mama cannot run the risk of catching the virus because she works with vulnerable clients so she is decided to take us and we will all camp down at their vulnerable adults house where they have two the girls we had a reasonable amount of luggage and also brought along carrington s radiator he is from burma and prefers the warmth mama has used the advice of and hopes to put all his advice into action upon introducing us slowly to them uber called we are not happy,brand
35,uber,uber drivers cannot drive no training do not take the risk they cannot even use sat nav should not be on the road,brand
36,uber,when gg thought our uber driver was contemplating a trip nearby and i made a wrong choice of getting cream cheese salmon instead of salt beef,brand
37,uber,duck and waffle here is the new travel with my taste buds series instead of moaning on and on about how miserable life is during the outbreak why do not we plan ahead for our next trip or do a teeny tiny reminiscence and throwback to our last vacations london is my favourite place of all times so she is going to kick start this series duck and waffle is one of the must haves when visiting london i have been to other regular outlets in town but it never compares to the one on the th floor heron tower in the middle of london what is even special about this place is the bird eye view of the city s heart for those who wish to have a closer look at the shard the building would be right in front of you it operates all day given the cozy environment and mesmerising sunrise duck and waffle is certainly at its best at around a m we were crazy enough to took an uber from our dorm in the middle of the night duck leg confit fried duck egg and waffle late night menu a m the duck leg confit was phenonmenal cripsy on the outside moist and lean in the inside duck fat is totally randered down such that the juice of the duck oozes out without cold hard fatty parts coming into the way duck is an unfamilar protein to me but i believe it is more lean and towards the dry side when compared to chicken the duck egg has a richer taste and saltier than regular chicken egg the yolk is more pungent and flavourful waffle and maple syrup are basically perfect in their marriage the vibe and atmosphere of this outlet have certainly lift their food ratings taste vibe value photogenicity address duck and waffle london bishopsgate london ec n ay united kingdom hong kong,brand
38,uber,day of the big close down so we have launched our pizza delivery service via uber eats under pizza giardino joiners arms we will work on developing this over the coming weeks and some fund raising gives us a whirl,brand
39,uber,do bubbles make everything better they may not fix the worlds ills but they certainly raise our spirits during tough times it is always good to keep a bottle of bubbles chilling in the fridge even if you do not drink it straight away just knowing that it is there ready to bring a pop and a sparkle at any minute can be hugely comforting it does not have to be champagne either english sparkling is just as enjoyable maybe more so with food and cremant can be amazing value we have a great selection of sparkling wines from around the world at a range of prices contact for free home delivery on or more bottles info com or order from our selection on deliveroo uber eats,brand
40,uber,a big thank you to all of you for your amazing support yesterday with our take away service it was truly amazing our saturday recommendation is our classic margherita an all time favourite we are open from pm to pm delivering through just eat uber eats deliveroo and collection stay home stay safe,brand
41,uber,wtf s for dinner mum club is this a question or an answer it is both if you saw our insta stories yesterday you will already know that our tempeh has finally dropped at burger swipe to be seduced and take a peek at our striptease of bae first up we have bae fully dressed in all her glory behold the bbq ribz burger but we all know bae likes to get a little dirty which is why she is bringing you the loaded chilli fries think you can you handle the heat last but not least in all her naked glory drumroll please the bbq tempeh ribz warning we are not responsible for your guaranteed sticky fingers if you are in need of a friday night pick me up head over to the uber eats app and grab a wtf peace love and the club,brand
42,uber,new cheese boxes now available on uber eats from today from fridge essentials to cheese party boxes all your isolation must haves,brand
43,uber,it is chico time first time trying on and was not disappointed this put my nando s craving to bed the piri piri strips were the perfect spice level i had them medium juicy we also got the big daddy burger but ate that before i got a chance to take a pic piri chicken strips with piri salted chips a drink big daddy burger with chips drink we wanted to try the chick n tikka wrap but it was out of stock because that looks super tasty too i definitely recommend trying these guys i would order again just for the mojito alone also the meat is halal use my discount code eats ashleighs ui to get off your first uber eats order,brand
44,uber,we are now open for deliveries on uber eats you can also pop in for a takeaway coffee between am pm we are following government advice and will only be allowing one customer in the shop at a time we are also accepting bulk orders for acma hours notice between ordering and collection,brand
45,uber,when you come back smashed from an all day drinking party with no chat left for the uber driver,brand
46,uber,here is my story with coronavirus especially for young people who think this virus is not dangerous my symptoms began on wednesday th march in the evening around pm it began with a dry cough and a mild tight chest i did not think much of it i just thought it was a typical cough and that it was nothing to worry about i cancelled all my classes private client s for the next morning with extreme pracaution now in these situations it is very easy to freak out and become extremely paranoid and start to believe you have other symptoms it is important to take deep breaths and be present in the moment i kept calm and kept telling myself i am fit and health and this is just mild i am fit and healthy and my body can fight this off i began to feel better saturday afternoon evening until am on sunday march i suddenly became very hot cold and feverish my body began to shake and my fever shot through the roof my body went into some kind of shock and i threw up blood i then began to realise this was not a joke it was serious and i needed to call for help my breathing started to become an issue and my chest felt like someone was squeezing and blocking my airways i called and i was directed to the online page i had to fill out a questionnaire and the result was a red page that said call immediately which i freaked out and was so scared i called and was crying and shaking they were incredible and stayed on the phone with my whilst they arranged an ambulance they apologised and said the wait was an hour and a half because there was a huge demand with the virus i had to book an uber and notify the driver of the situation to which he was also incredible and could not have got me there any quicker when i arrived i was greeted by two nurses who were fully protected head to toe they handed me a face mask and kept their distance another sick lady was next to me with their partner who was made to wait outside of the hospital we both had to go in to the waiting area on our own we were the only two in the waiting area continued in comments,brand
47,uber,everyone stay safe and look after yourselves papa ji food truck is following strict guidelines regarding the safety of everyone from our staff to the customers contact free delivery on all orders delivery drivers waiting area are separate to food prep areas more hand washing increased sanitising of all surfaces no cash orders only pre paid online available to order on all orders on uber eats are free delivery everyone stay safe and stay at home,brand
48,uber,london this morning not taken by me as i have been indoors since thursday never taken a cab to heathrow but i will be tomorow as long as uber is running the flights not cancelled after that i am all for a total spanish style lock down because this clearly is not working,brand
49,uber,another start rating great work from the team keeping your customers happy is key to business growth litta co the uber for waste,brand
50,uber,no whisky no life but be careful because drinking whisky too much makes us to missed time for uber,brand
51,uber,here is a little look back at last weekend at citygate captured by our uber talented photography team,intensifier
52,uber,about last night s amazing marguerite salon on brand partnerships at lifestyle editor of independent grace chaired the discussion with associate director emea marketing at commercial director at matt holt and head of strategic partnerships at ti media they chatted all about where to start with pitches what a good brand partnership looks like and a bad one and the importance of building genuine relationships when building the dream partnership thank you to all of our amazing panellists and to town hall hotel for hosting us in your uber grand space want full access to our future salons check out our guggenheim jeune membership vis the linktree in our bio by,intensifier
53,uber,my favourite cardi developed some holes but now it has been given a new lease of life thanks to my uber talented friend janet she has used the remnants from my fabric to make elbow patches i love it,intensifier
54,uber,there is never been another time in my life where i have felt like i am watching history unfold before my eyes quite like i am right now maybe it was having the virus and being completely isolated from the world but i feel like this time is something that has and will change everyone in some way we will remember where we were when it all went down and what we did with our time we will remember empty grocery stores the strange rush for toilet paper we will remember restaurants and bars being forced to turn into their own uber eats operations we will remember having to stand feet away from one another and not being able to leave our houses we will remember how we lived through it and undoubtedly the ones who did not and while it may seem hard to find a way out of this pandemic i know if i were able to look back in history i would not want to be scared and since then is now i think now is a better time than ever to ask yourself how you can help stay inside smile often check in with those you care about find spontaneity and creativity in supporting those you might not know need extra support practice forgiveness and gratitude and help all you can let then be now and we will get to then much faster,brand
55,uber,come in and collect you favourite pasta or order it through uber eats free delivery our food is daily freshly made by us so sometimes we actually have more selection than what is listed on uber eats give us a call and we will let you know what is available,brand
56,uber,in february i moved our office and my london home to canary wharf oh alright karen south quay this was moving day on valentine s day totally not staged this was how the uber driver stacked my boxes and yes i travel light i am looking forward to getting back there and taking advantage of the swimming pool and gym,brand
57,uber,our humble vegan burger but would you know it beyond meat party vegan cheeze sauce our house pickle and mustard jam shredded lettuce and on our vegan brioche from the wizards at available very soon on uber eats in south east london,brand
58,uber,pasta alla disperata again i seem to be cooking even more these days yesterday i made as per tradition pastiera in a happy laughing messy on line group bake session with many fellow instagrammers having the wonderful as our indomitable leader then i had to make spice buns playing around with a sweet firm starter then it was lucia time ecc by supper time i was pooped i would have reached straight for the gin bottle but i decided that temperance well semi temperance was better only one g t and this super quick pasta which qui lo dico e qui lo nego here i say it and here i deny it i enjoyed more than the uber ragu i made last week one of the best quick pastas sometimes i add peas to the leeks that is good too or cubed mozzarella or off the heat finely diced tomatoes with spaghetti or spaghettini,intensifier
59,uber,dog uber no more car to the parks,brand
60,uber,in the s it was the jets vs the sharks in the s we had mods vs rockers s and s skins vs the world today uber eats vs deliveroo last moped standing is the winner,brand
61,uber,brightening up quarantine with rainbow arepas delivered straight to your door are you the spinach beet or classic kind all are available with your choice of fillings of course wednesday sunday on uber eats amigos a whole bunch of you have been messaging us regarding the delivery radius at the moment we are only able to deliver within miles of the se area if you are unable to find us on uber eats when you search it is because you are out of range but we are working on expanding the areas we are able to get to so bear with us we have had a change of opening hours you can find us uber eats wed fri pm pm sat am pm sun am pm and remember stay home stay safe amigos,brand
62,uber,last daze london start at the churchill war room museum tracking his time and britain in wwii next buzzed over the westminster bridge to the ft london eye only to find it at the start of a week maintenance and to think one plan had us on it friday night and we walked by it saturday moved on to hit some landmarks charting crossing trafalgar square chinatown liecester square and into piccadilly circus for a ridiculously delicious dinner with the end in sight retired via uber coach to the the double tree friendly local pub where we started friday full circle mission complete days two days put miles on london s streets museums and attractions interconnected by some really cool pubs made good use of the time never made back to the hotel until past midnight every night and left by noon i am exhausted yet i have a to do list if en ever back this time with my luggage although my lax purchased logo gear sleeve shirt felt great,brand
63,uber,this is not the look of disapproval at the hooman for ordering uber eats hour before her ocado order turns up no this is the look of disappointment that she is not shared any of her prawn crackers oh and she is barely washed the last couple of days says she ill she just keeps sneezing really loudly,brand
64,uber,get a head start on with our guide to all the best events coming up in the next months head to our link in bio and get excited about this year s edition of uber festival who have already announced s only uk show of the year as one of their headliners daniele baldi,brand
