id,word,context,gold_sense
28,ish,on the flip side to the success of the bake sale yesterday we ended up in hospital in the evening ella had been sick in the morning and coupled with her slightly enlarged ventricles and having felt sick a few times across the past couple of weeks we phoned st george s for some guidance they suggested bringing her in to monitor overnight we were so lucky to get our own room and the nurses were pleased to see ella they even knew about the bake sale from this facebook page we waited until ish to see the on call neuro surgeon she would just had a hour surgery and looked fresh as a daisy she tested the shunt by slightly pressing it in and it reinflated so she was not too worried they have accessed her and as of this morning the bloods look good we will wait to see sam her neurosurgeon but it does not feel like anything too serious,approx
29,ish,fearless stand up from gin c yazzy yazz at first thursday sesh remembering not far from here that i would heard a non asian cis guy ending stand up set on a gross asian woman joke it felt like remaking history her story to be in the midst of tremendously playful powerful and provocative navigations through female asian stereotypes such as arranged marriage racism sex positivity thank you thanks to all our supporters who showed up for us despite the and enjoy thursday surrealness in this characterful iridescent maritime ish and clock filled of east london venues the bethnal green working men s club,hedge
30,ish,as far as i know no one else is doing this says founder of about asians doing improv comedy thanks to all our supporters who showed up for us despite the and enjoy thursday surrealness in this characterful iridescent maritime ish and clock filled of east london venues the bethnal green working men s club pictured comediasians who were available tonight me on this time plus brilliant stand ups,hedge
31,ish,are you a cream or powder queen i have got to say i am on team powder product i find it a lot more straight forward and a lot less faffy maybe it is because i get ready in a rush in the morning or maybe i am over complicating things however i absolutely adore the look of my vanish stick highlighter in gold flash this is not a swatch of that because i am not stupid enough to smoosh that out it is the most beautiful gold shade that just makes your cheekbones pop and glisten it is pretty expensive at but it lasts ages years ish and i will repurchase as soon as i run out makeupblog,approx
32,ish,still a mermaid just with added zhuzh smiling on the inside smiling in photos is weird new ish hair by who will treat you like a queen and hold space for your should i get a fringe tears,hedge
33,ish,we are young ish do not run green but got teeth nice and clean,hedge
34,ish,today there is sunshine miraculous transformative sunshine and in the right place it is even warm ish and spring is busting forth,hedge
35,ish,there goes the country now a fully fledged quite an extraordinary process journey for her and us both over the past years congratulations xx ish,hedge
36,ish,big day for london harry i am available and days younger oh and a very happy birthday to kate side note about london my jewish ancestors lived here in the east end late s not an easy time it is also where my son sold his first piece of artwork at the four seasons for took the photo four ish years back,approx
37,ish,smoked brisket on the menu tonight in brixton pm ish if you really want to be a sassy king or queen then whack it on top of a burger like or just be a basic bitch like me and inhale it whole without chewing plz do not choke though my nurse dayz are over,approx
38,ish,today i found this old ish picture of a house in chelsea it is haunted and no one can convince me otherwise,hedge
39,ish,film and my th film parasite definitelt different than i thought thought it would be more surreal and touching on almost fantasy twilight zone ish wish it was but without seeing trailers i was totally guessing haha still awesome film and with a few areas under achieved on most planes it was great loved the cast the house was awesome and the story was original and unique and in had a fantastic monologue that brought the themes together about classism if you like this see snow piercer massively under appreciated film by this great director i will be seeing his filmography soon and with that i become a bit sad as this was essentially my last main film to see for the season there are a few left but nothing i am too excited for let us bring it on was a solid year for film and i am happy long live this medium i will fight for it till i die,hedge
40,ish,wingmans finally made it to and omg it did not disappoint these guys have turned the humble piece chicken wing meal into something of utter beauty my little group ordered a pretty decent selection swipe to see the szech one szechuan peppercorn salt chilli ginger spring onion coriander lime bang coq spring onion ginger pickle coriander kewpie crispy onions toasted sesame so incredibly sticky sweet and more ish i could have had a whole bucket jamaican me crazy scotch bonnet spring onions ginger coriander hot and spicy but fresh and fragrant amazing shanghai cauliflower ginger spring onions red chilli kewpie mayo black sesame coriander this was the biggest surprise of the day it literally blew my mind i could totally skip out on the chicken and order a whole plate of this next time special mention has to go to the best sweet potato fries i have had in my entire life sweet potato fries with maple syrup caramelised pecan salt mic drop if you are ever in or around kilburn i insist you get your butt to this place you will not be disappointed,hedge
41,ish,th february titled maya ellie ish in london,hedge
42,ish,part ish of how to refresh your wardrobe with just one item i have been looking at some of the lovely new blouses hitting the high street the first picture actually looks better on than it felt to wear so i might reconsider at the time of trying i felt like i was wearing a sailer outfit from my childhood the lilac one is my favourite what is yours,approx
43,ish,naan staap i was kindly invited to this quirky place named it is located in the heart of green street not too far from chaiiwala this is a quirky take on a authentic pakistani street food but served in many flavours and varieties you will be spoilt for choice and would want to order the whole menu we ordered x mains x sides and x drinks chicken karahi naan qeema masala naan chips masala chips the restaurant was sort of empty due to the time we were there ish but had a very homely atmosphere feel to it there was bollywood music playing which made the place feel very authentic the customer service was superb to the guy who served us and to the owner who was very kind and accommodating please see my next few posts for my review on the food,hedge
44,ish,just the received the professional photos for this gorgeous project we finished in december for fabulous clients who know what they want and understand the design and construction process thanks for allowing us to work with you again and create a home that is elegant sophisticated and a bit edgy too the inspiration for the lobby came from the mini jungle nurtured on the raised platform to further magnify that feel we covered the walls and doors in osborne and little paper painted the ceiling and woodwork a craig and rose dark green the amazing flooring is a baked versailles panel supplied by treehouse flooring the stair runner is roger oates and pulls the colours together beautifully the staircase joinery and under stairs storage was replaced and made to look hidden the hallway colour scheme allows for a seamless transition from the green to the pink ish walls in the lounge which also has new lighting flooring and built in floor to ceiling storage photos by,hedge
45,ish,check out truelips net in my bio or my stories for a new little thing i made i call it a comic for lack of a better word but it is basically a little poem ish written on top of some drawings i made it may or may not be part of a big project i am working on it is really short but it took me quite a long time to make as i am only getting started with drawing i was a bit nervous to share it but here it is,hedge
46,ish,what does the b stand for i do not even know this logo was for a school but it looks too business ish my apologies,hedge
47,ish,good morning it is a time with me play some kind of funeral music is the new s they just inform us that you cannot catch corona virus if you are a gorilla or just hairy mediterranean like me so you be safe ish with me come say the last goodbyes before they lock us in the houses in fact i am wondering why they have not yet here in i be there from midday,hedge
48,ish,this has to be the funniest product i have ever seen what the hell is active ish i would love to know how the brief described this audience they wear sports clothes but do not really exercise they do walk to the pub though and are avid gamers,noun
49,ish,when you succumb to fear you are under the illusion you can predict the future so here is my new baby and yes i got a new car but this is way more than that for a really long time i have wanted to get myself a new car but i have been afraid of many little silly things that come with owning a new ish car i absolutely cannot predict the future and once i drove it for the first time every single one of my fears just faded away do not let your fears pull you back from doing what you want to do you do not know what will be so do not rob yourself of the joy you may have,hedge
50,ish,how is everyone feelin today usually on a sunday we would post a new recipe and bang on about vegan food but to be honest that all just feels a bit weird right now because you know coronavirus n all that we are not sure about youuuu but we will speak truth and say the anxiety is real one minute we are talking about bunking down the next minute we are worried about overreacting but you know what we have got a platform and in an attempt to hopefully reduce some of this collective anxiety we figured why not use it to talk about this crazy new world we are now living in one thing that really has dawned on us is just how lucky and privileged we both are to be young fit and healthy ish but we can only imagine what it must be like for vulnerable people including some of our friends and family to turn on the news right now or scroll through their feeds the least we can do is recognise the threat this poses to the most vulnerable people in society and do what we can to protect them luckily we run so vegan from home but real talk others are not so lucky and coronavirus is exposing the vulnerability in our society from our healthcare system which has been on its knees for years to the gig economy where employees have zero job security what can we all do we may need to rely on our community more than ever if you know any vulnerable people in your neighborhood reach out our neighbours have started a mutual aid whatsapp group to do just this if you are able to support small businesses by purchasing gift vouchers or ordering from them online keep yourself active while we might not be going out as often as we used to we are conscious of getting enough exercise in and chatting with friends and family ignore the spread of misinformation and fake news to be honest this is harder than it sounds when there is a pandemic going on but we need to listen to the virologists and scientists who have spent their lives studying these scenarios fingers crossed the usual so vegan schedule will resume but we just wanted you all to know that we realise this whole thing can be very overwhelming and we will get through it together stay safe,hedge
51,ish,happy arbitrary date chosen by a vet but seared across my heart day to this pair today ish a veritable feast of cats pics today very much needed i think x,approx
52,ish,feijoada ish pork and bean fest with braised beef ribs meaty bones chouri o from my local corner shop,hedge
53,ish,back to pressing heavy ish after some time of backing off during my prep in the summer i managed a set of s for at a body weight of kg fast forward to how and i am now down at kg and back at the same load next steps will be to clean these up and aim for a lifetime best at a lower body weight of kg for over the coming weeks aiming to get stronger whilst holding the same bodyweight is not something i have focused on much in the past very keen to see how much strength i can add whilst holding this bodyweight for a while,hedge
54,ish,wonky selfie frame trendsetting yet again my abaya felt like a windsock during one part of the course today if you have been thinking about joining a go for it walk jog or run ran without my gang today think i am a bit old for solo selfies prove my hubs wrong by hitting like please say mashallah allahuma barik posting to inspire ish,hedge
55,ish,same company same city different park different weather in the world of jess catching up over coffee is only fun if we can catch up over a run first so the esque ish miles with were v much appreciated and very v much needed and v much made me miss everything that was my london life the rest of the day was a true indulgence in s future a lot of planning a lot of caffeine a lot of talking a lot of thinking a lot of snacking a lot of lists feeling ridiculously grateful for the wonderful humans i have on this crazy journey with me the ability to say i have been thissss close to giving it up and feeling heard by those around me is invaluable back to eastbourne we go to continue the graft,hedge
56,ish,every marathon is a journey it starts often on solitary after work or weekend sessions before it builds and the big race prep with crowns commences rehab stretching the building of base fitness often on your own this journey began weeks ago that is when i left chicago on leg and when the clock started to getting myself in a better place for manchester the ankle roll i suffered weeks before the has got better but its only until today i have been able to properly test out for a long hard ish run today s tale of the tape the first event of the year at victoria park the aim a half marathon long run push test out the strength keep form and push the cardio to the places it does not want to go slight tight left abductor and right glute aside it was a fantastic run to put in perspective this is the rd year in succession i have run this very race and its even faster than the effort years ago when i ran my marathon pb in manchester and which marathon am i doing this spring is weeks out lovely to see everyone out today incl the superspeedy and who ran past me to and who i uavrnt seen in an age and to and who return for another year and to northern lad ontherun the is done,hedge
57,ish,reach your potential promise to myself started this morning at victoria park km i went out to see where the legs were at came home nd lady ish seconds off a pb the journey continues,approx
58,ish,gandhi s lurking in the photo after a couple of walks up steep hills this week a more sedate ramble into town was a joy really grateful that central london is just down the road ish and so much quieter than the streets of holloway seriously come to seven sisters road see how no one cares about social distancing,hedge
59,ish,mint cordial last week asked for a mint cordial i did versions i am quite happy with you can pick the one for you based on the quipement you have the challenging thing was to try and retain the freshness of mint while making something you can keep for more than a couple of days easy version g birch water g sugar g ricql s g lactic acid g citric acid stir everything in a jar et voil birch water makes it mineral while ricql s makes it pop it is an alcohol peppermint distillate usually selling as medicine in france complicated ish version this one follows the same structure in terms of sugar and acids except we make our own mint distillate with g dried olympian mint g fresh mint g vodka infuse the dried mint in vodka for days filter and blend with fresh mint distill at degrees until you cannot get anything else out sourcing the olympian mint can be a little challenging but it is definetly worth it we got ours years ago from our trip to larissa for origins and it still smells incredible very fresh floral and peppery the guys growing it is if i remeber correctly,hedge
60,ish,we have been trying to go for a long ish walk every day,approx
61,ish,always important to remind ourselves how far we have come especially during times where it feels difficult or you feel stuck th april rd january i remember thinking in the second picture that this was the best my figure was ever going to get i was so proud of the progress i had already made i was roughy ish months into my fitness journey and a few months into using weights but honestly nothing heavy i was proud just being able to squat the barbell i was never overweight before by any means i would always been sort of skinny with no muscle really at all but that does not mean i did not have body issues i did hate my body i never really wore tight clothes i remember i bought a dress for summer ball that was the first tight dress i had and i barely ate that day because i did not want to have a stomach i do not think it is unusual for anyone to have body issues especially when you are in your teen years i never anticipated changing my body either i was never into fitness and did not really want to go to the gym until i went on my year abroad when i was abroad when i first got there i felt incredibly lonely i was separated from my boyfriend friends and family and quickly had to adapt to a different culture where i felt like i did not fit in then i found the gym my boyfriend encouraged me to try it because it would give me something to do and he made me plans so i would feel more confident starting out i found something that genuinely made me happy but also gave me something to focus on it gave me a hobby when all i wanted to do was come home i am so relieved that i found the gym i am so much more confident now i eat loads i love food i eat a shit load of carbs when i once believed they was making me fat i have also gained so much muscle whilst losing body fat it has taken time though it is over a years worth of progress and nutrition,approx
62,ish,one of my quarantine diy projects more to come in the next few days as soon as amazon delivers the marker i need i found this untreated wooden small table in the studio ages ago i had plans to work on it since forever and i have finally found the time to do it the side green is in tone with the rest of the room while the varnish unfortunately did not turn out as expected i was hoping for a less red ish tone but hey too late,hedge
63,ish,saturday afternoon sweet tooth craving kicking in so i have made some quick and easy cinnamon apricot hazelnut swirls with a st clements glaze ooof they are more ish and the sweet is definitely satiated recipe for these coming soon to my stories so give it a go yourself and tag me,hedge
64,ish,chicken katsu curry this was a super simple healthy ish recipe i mixed chicken strips with olive oil then coated it in ground almonds panko breadcrumbs and oven baked for mins at degrees served on a basmati quinoa mix with spring onion and a simple salad of chopped cos pickled red onion diced cucumber finally i drizzled on a healthy katsu sauce made by pan frying ginger and garlic about cloves adding tbsp of medium curry powder ml of coconut milk which i simmered for about mins let me know if you give this a try,hedge
65,ish,a short story all you man thought alhan was joking when he said he is turk ish real yardman at heart,hedge
66,ish,it is also no longer a day of two halves wine is increasingly encroaching on coffee s time which is wrong on every level but much like the virus that is caused all this there seems to be no stopping it so going with the flow seems like the only sensible option i do hope this strange phenomena is not affecting too many of you guys as well stay safe and sober ish,hedge
67,ish,gluten free banana cacao cookies cup gluten free flour i used cup gluten free oats cup cacao nibs g caster sugar any sugar will do i only had caster to hand g baking powder heaped tsp mixed spice ml vegetable oil mashed ripe ish bananas a splash of oat milk put all of the dry ingredients into a bowl and mix until everything is combined measure out your wet ingredients oil and mashed banana and add both to the dry ingredients if your mixture is dry add oat milk until it is a thick porridge consistency line baking trays with baking parchment take table spoons and with one scoop up a heaped spoon worth of mixture with the other scrape it into the parchment make sure to space them out about cm apart from each other as they spread a bit and rise in the oven put in a preheated overn at degrees for minutes you will know when they are done when they are slightly golden on the edges and underneath leave to cool on the baking trays for mins until cool do not like them on to a plate straight away as they will release a bit of steam and may go soggy perfect for a breakfast treat or a little snack,hedge
68,ish,this week it is a fake roman holiday ish,hedge
69,ish,what do you guys do to make weekends different from weekdays so they do not all just blend into one for us monday to friday routine is get ready eat cereal then start school work for ish and end the school day at ish with no tv or tablets until after that and bed time is between weekends we have a meze style breakfast with pancakes and fruit etc we play games and watch movies telly and bed time is slightly later between we did not have a routine for one day and the kids kept saying they were bored lol so it is definitely the best option for us,approx
70,ish,two ish weeks ago it was my birthday just before formal lockdown but far enough into this pandemic that there was no possibility of an in person party then and all the time since then i have been sad about the loss of the things i expected in my immediate future birthday parties with friends in person to hand in my thesis and do my viva surrounded by those who have supported me through it writing and working in the routine with study buddies but this week i have turned a corner to get excited and create routines in these new circumstances make new plans have different parties embrace the unexpected changes to my research i am now excited to look back on this event as the start of something different snaps of my birthday an amazing zoom party with so many of my lovely lovely friends and an incredible cake gifted by generous and kind friends thank you all instagram does not like me tagging this many people for making me feel special in these strange times,approx
71,ish,asparagus ham and crisp egg in six years ago almost to the day always one to do at least once in asparagus season it is good even if we used some tired vacuum packed serrano rather than a light and whispy ish parma but the wonder of this dish new ingredients is out of i have three days left so was able to go to hurrah and bloody good kentish asparagus it was too with the inevitable after effects apparently of people will not know what i mean and we had our first virtual dinner with a friend,hedge
72,ish,calories ish might aswell cut as i have got no weights,approx
73,ish,felix and nol the second online portrait this time with my german friend and stencil ninja i have known felix for several years i think we first met at the villa friekens in amsterdam as a street art and beer festival aptly called paint and beer his artwork was unique as so many people wanted to paint on the biggest wall but felix cut tiny super detailed stencils on a pieces of paper it was great he could travel with a tint folder and a few tins of paint and put his pieces anywhere this little stencil is of our friend who must be ft ish and now exists in stencil form taking a piss in the corner of my garden standing about inches tall i am not sure if this is felix frowning at nol but he soon decided to join him and started pissing on the garden fork so you can see felix a bit better next is a photo i took in and a photo of his work in which he did a stencil of me with my camera and you can see the insane detail with and tony size with it next to my hand for reference anyway in times of isolation nice taking two photos in two different countries in the same week rd april day olympus omd em mark ii mm pro lens,approx
74,ish,british people be like roight well i am bri ish foh fock saek jokes aside currently living through these mems,hedge
75,ish,yesterday i played hopscotch for the first time in ish years and i strongly believe it was lil s first time we have a huge communal garden and some of her friends who live in the building came downstairs while we were playing it was so hard to keep them from playing with each other it was so sad,approx
76,ish,i woke up had a plan did some productive ish and then it was night have no clue what happened in between bum feels fine so no alien probing extremely happy bout that but definitely miffed re aligning with some cooking getting this mushroom pasanda with roast cauliflower and turmeric rice nice and ready because that is what we do what what,hedge
77,ish,it was an honor to meet grace o malley the pirate queen many of you might know her as the great x ish grandmother of julia o malley student at university of wisconsin milwaukee,approx
78,ish,woke up hoping this was not true was literally talking to you the other day was a pleasure to know you for the short time i did both come around the swamp lot round the same time remember recording that dub for you going to make sure one of the mandem run that one chopped it up with you and reasoned couple times about some real ish proper down to earth intelligent and soo talented fly high brother the great,noun
79,ish,proud mum post proud mum in the wider sense proud of him but also proud of myself we bake quite a bit it is one of rex s favourite things to do together the fact we both enjoy baking together though has never stopped there being at least one usually several arguments during the baking process at least once everytime he will storm off or i will tell him to leave the kitchen always some of the arguments are because kids are by and large just annoying in the kitchen rex helps by grabbing at stuff throwing things we need away adding ingredients too soon randomly breaking eggs everywhere feeding mix to the dog walking around stirring the mix out of the bowl and all over the counters and floor etc so he is not particularly helpful i am also a control freak and want to try to minimise the mess i have to clear up later and have an edible end product that has not had random items or dog saliva added to it not entirely unreasonable expectations i would say add to that we have a small galley kitchen and a dog that just loves to get under our feet largely because he thinks correctly rex might feed him when i am not looking and it is generally a good set up for a few arguments but this morning before we have made an entire banana and chocolate chip bread without even one cross word the kitchen was clean ish we tidied ish as we went the bread tasted amazing and we were both relaxed and smiling the whole time,hedge
80,ish,mum and dad s wedding ish with both sets of my grandparents and the wedding couples siblings love this photo dad and his brother were in service in the british royal navy,hedge
81,ish,good morning ish all today reminds me of a saying i was once told in my early years at culinary school the early bird catches the old fruit sticks it in a tart case covers it with custard and bakes it at c for minutes or something like that anyways here is a recipe that you can use for any fruit you bought but just put off eating for ages like me old fruit tart old fruit have plums here pastry case cost at tesco but of course welcome to make your own ml cream tbsp butter tbsp lemon juice tbsp calvados egg tbsp sugar plus extra for coating cost calories per serving x time minutes of your a day if you eat enough watch videos or story for instructions,hedge
82,ish,out delivering nappies and books to children s centre food bank this morning spotted new ish mural,hedge
83,ish,fan art ish tracing weeknd face from his new album how is everyone coping during this time any happy moments found during this time i finished watching parks and rec and now watching netflix kims convenience,hedge
84,ish,i really miss going to hampstead i live nearby ish and it is my happy place before all of this madness i was not able to get out much because of not being well so mini trips out for coffee and a walk were really precious i cannot wait to get back there take a deep breath of fresh air and point out as many excellent dogs as possible,hedge
85,ish,week of lockdown edit turns out it is week how is everyone doing has anyone read a good book they can recommend not that i have actually made the time to read a book but i have aspirations i have managed to listen to one audio book though it was called on being ish and i would really recommend it it worked great on audio as it is a collection or personal essays for some reason i really struggle with fiction on audio if you have read anything in the last month i would love to know what it was and if it was any good as much as i love a good book recommendation i am also always super interested in what books people did not enjoy ad info the stunning flamingo cushion was a gift from last year she lives locally to me and designs the most beautiful products all featuring designs she has hand painted go check her out i am loving the skinny silk head ties she is promoting at the moment the beaut cup and plate are also gifts from the current range at,hedge
86,ish,day of intermittent fasting challenge day i ate around pm ish and i was not that hungry actually so i again only ate meal today with a little dessert at pm this intermittent fasting is pretty good i just have to stop thinking about food and keep myself busy so here is me just hanging out in my room during this quarantine season should change this channel to hangoutwithtingting instead of foodtimewithtingting see you all tomorrow i hope,approx
87,ish,ish company waiting for you in thanks to lucy for the photo,hedge
88,ish,coming to a runway near you soon ish,approx
