id,word,context,gold_sense
12,manifest,anxiety is our body s natural response to stress it is a feeling of fear or apprehension about what is to come or the things we may not have control over in a specific moment however although anxiety is our fight or flight response to the world it has the ability to disconnect our thoughts feelings and decision we make in everyday life and can manifest in a range of ways hair pulling which is described as an impulse control disorder those that experience might experience a build up of tension which can be relieved by pulling out the strand of hair social anxiety disorder is sometimes known as social phobia those that experience social anxiety may feel an intense fear or dread of social or performance situations this can happen before during or after the event these are common experiences related to social anxiety speaking in public or in groups meeting new people dating eating or drinking in public the feeling of panic that can strike at random during a panic attack an individual may experience chest pains shortage of breath palpitations or a feeling of choking panic attacks can feel quite intense and sometimes frightening the main symptom of is over worrying about different activities and events can affect an individuals day to day life it may affects their ability to work travel to places or leave the house may also interrupt sleep patterns concentration levels or display physical symptoms such as sweating and muscle tension can make individual s feel quite isolate with their thoughts making it difficult to ask for help socialise with others or make decisions about the future exploring feeling establishing triggers or making changes may feel like a scary process but there is no shame in seeking help,
13,manifest,on tuesday we attended a private view and a talk with at their new exhibition cambio at a great sneak peek hosted by the team cambio aims to manifest the impact of the use of timber in the design industry and how timber does not necessarily go hand in hand with as often it is unethically and even illegally sourced from fragile ecosystems one of our favourite bits of the exhibition is the pile of ikea bekv m stool replicas made of different types of wood stacked according to the trees lifespan before being logged with this unique sculpture the italian duo demonstrate that sustainability is reached when a wooden product is used at least as long as the time that it took for the tree to grow,
14,manifest,everlasting love and loyalty swallows travel long distances only to find their way back to each other at home if you keep the hope and dream of something alive in you long enough it is sure to manifest when the time s right thank you for bringing this to life ending the year on a lighter note this bird has flown x,
15,manifest,what an incredible life changing days this has been paulina you have made me fall in love with my craft even more than i already do which i did not think was possible your the most boujee boss ass bitch i have ever met this training was above and beyond anything i could of ever imagined i feel so inspired and bursting with knowledge honey your drive is so contagious i am oozing with confidence and ready to manifest my crazy ideas and goals creating brows on the daily carved from heaven and equipped with the stunning machine and supplies thankyou from the bottom of my heart bby illusion luxe ombr masterclass london swipe for the best pics you will ever see,
16,manifest,takeover hector the house on the hill by alexander james on display at roman road in london as part of his solo exhibition look what the cat dragged in which runs until march th roman road is starting the new year with an insightful solo exhibition presenting recent works by british artist alexander james featuring unique pieces traversing different mediums look what the cat dragged in takes visitors on a journey moving between a tangible reality and a digital existence through the artist s varied and vibrant works preparatory documents and sketches the display guides viewers through his creative thought process bringing together elements that inform his continued investigation and questioning of how the increasing digitalisation of the world intertwines and dwells within contemporary identities patching elements of the past the present and the preempted future james multimedia works in look what the cat dragged in reflectively tell a story about time teeming with recycled and timeworn fabrics each holding their own tales of former eras and wearers the artist s works manifest characters and scenarios triggered from his childhood memories projecting facets of past encounters into present existence acting as a diary for the audience he showcases works on paper documenting his experiences or thoughts which are later combined and expanded to create the wider narrative of his finished canvases james seeks to reveal the impactful subtleties that exist in everyday interactions and the ever present role digitalisation plays in defining personal identity today through his video lonely gestures ii and an installation of a reconstructed reality he highlights how the technological future may extend the way in which we eventually experience life transporting us into dreamlike scenarios that blur the lines between fantasy and truth situating viewers within realms known and unknown james unsettling works gesture a visionary commentary on our relationship with the digital world and leave us to question and reflect on what human civilisation may be like in time ahead roman road,
17,manifest,i wanted to share this post by one of our artists showing how the world around us making its way into the artwork created on our primary school project these plates made by year children have this week focused on peace helping the sick and the oddness of our world spot on with my preparations for my project the alternative school dinner with young people has taken an interesting turn this week my primary instigation has been to encourage aspiration inspiration and listen to the voices and hopes for the future of this generation that i want to voice through this work facilitating how they can action their ideas is the next stage to action their plans as this has been going since october there have obviously been patterns of influence from the media and what is happening around us and often repeated statements occur in clusters as students copy each other and then some statements stand out and alone this week on repeat was help the sick this is a drastic turn from i want to be a footballer in week the kindness questioning and thoughtfulness is what i have found so enlightening so far and staying in a place long enough to let the work manifest in time has been something that rarely happens i hope to share more as this unfolds look at our world is not it really odd on monday i will not be working in the school because although the government has not shut public institutions or schools down has closed its public activities and education projects something i support i was relieved to hear this as i would keep going and have been feeling deeply concerned for our most vulnerable and elders who i have been social distancing from for over weeks now in my family and beyond staying away right now is love and kindness to all and this is the most important thing we can do when everything feels totally surreal but i realise it is our luxury to feel the surreal because the reality is very different for all who have been isolating for weeks now to protect others or because they have to,
18,manifest,my preparations for my project the alternative school dinner with young people has taken an interesting turn this week my primary instigation has been to encourage aspiration inspiration and listen to the voices and hopes for the future of this generation that i want to voice through this work facilitating how they can action their ideas is the next stage to action their plans as this has been going since october there have obviously been patterns of influence from the media and what is happening around us and often repeated statements occur in clusters as students copy each other and then some statements stand out and alone this week on repeat was help the sick this is a drastic turn from i want to be a footballer in week the kindness questioning and thoughtfulness is what i have found so enlightening so far and staying in a place long enough to let the work manifest in time has been something that rarely happens i hope to share more as this unfolds look at our world is not it really odd on monday i will not be working in the school because although the government has not shut public institutions or schools down has closed its public activities and education projects something i support i was relieved to hear this as i would keep going and have been feeling deeply concerned for our most vulnerable and elders who i have been social distancing from for over weeks now in my family and beyond staying away right now is love and kindness to all and this is the most important thing we can do when everything feels totally surreal but i realise it is our luxury to feel the surreal because the reality is very different for all who have been isolating for weeks now to protect others or because they have to,
19,manifest,sage the sage archetype is a very important aspect of the divine masculine expression for our species the sage is closely aligned with the priest archetype however the sage emanates an additional aspect of advocating right action dharma the sage is the ego in service to and right relationship with the higher self s power the sage observes tracks scans monitors data from all sources within and without and channels wisdom leading to right action the sage is detached from ordinary life flow watching and engaging energies with wisdom and toned action as needed for synchronistic harmony of life being with a man in the fullness of the sage archetype feels like this unheralded he quietly and deftly shares with others wise counsel and channeled direction that shifts the receiver into new possibilities and pathways that reflect right action for their life path he quietly supports the wisdom of others not seeking acclaim or notice for his contribution he is thoughtful and reflective and rests in his felt connection with spirit and grounded connection with the earth gaia the source of his wisdom and insight the sage s importance comes to the fore during crisis and intense need through the uniquely formed conduit that the sage embodies wisdom and right action become clear with the sage s contribution we feel confident and assured that our path is the right one for us we respond to life with a calm easefulness that transitions crisis and change with grace and wisdom where the priest archetype has a primary focus on the inward realm the sage archetype has an outward focus of service to manifest channeled wisdom into being,
20,manifest,amidst the fear and uncertainty of the future i feel overwhelmed and concerned of the behaviour of the human race and all of this suspended anxiety and bombardment of negative media is having such a negative effect on everyone is mental health so on this gloomy sunday i wanted to encourage you all to slow down find some snippets of calm within the chaos establishing even small moments of normality within this whirlwind of a time it may seem like none sense but just go back to your intuition and try to live with more kindness not just towards yourself but more importantly to others friends family stranger alike the every man for himself mentality will get us nowhere and although social media can be detrimental i think using it in a positive and purposeful way to create meaningful connections could really manifest the kind of world and people i know humankind can be so chin up keep reading mediating loving hustling and all that keeps you sane we got this,
21,manifest,seven day countdown to the s first vision board experience of have you got your ticket yet join and for an extraordinary experience where you will find out how to manifest your goals and aspirations for and beyond will be giving you expert tips and advise on financial planning what are you waiting for get your ticket today last year s event was a sellout so do not miss out official event partner and sponsor,
22,manifest,have you decided that your ready for that next step in your life honestly if there is a sign from the universe this was it it was starring at me in the face and my answer is yes i am if you struggling with what you are aiming for follow these manifesting steps declutter everything in your life decide exactly what you want surround your life with positivity take inspired action receive and fine tune this formula can be used to manifest literally any goal in your life keep working through the steps until you can cross each one off,
23,manifest,this is the perfect time for the rebirth of the hero welcome that rebirth into your heart and into your family let us manifest hope,
24,manifest,wake up manifest this minty jackfruit bean colab is something to remember plantain is my wife but jackfruit is my curvaceous mistress i happen to frequent weekly we all have our weaknesses and in the kitchen jackfruit is mine soaked jackfruit in mint marinade or sauce butter bean and sweetcorn with my favourite sides seasoned fried plantain and salted avocado w lemon dressed rocket leaves try something new this year its right,
25,manifest,let us turn this negative in to a positive we are choosing to use this time to keep moving forward growing and developing when the world is standing still use this an an opportunity to get ahead tick off all those tasks you pushed to the bottom of the pile and conquer all that let us be honest boring life admin that you were always too busy for finding motivation during this strange time can be challenging set your intentions for when things get back to normal and let these be your focus for the next few weeks work towards making the changes you have always wanted to make but never had the brain capacity to execute what better opportunity for some self reflection and to remind yourself of everything you have achieved and to manifest all the great things that are still to come time is always in such short supply and now we have it in abundance let us make the most of it we will look back at this strange time and know that we used it for the greater good sneak peak of our new branding by preston designs,
26,manifest,the universe does not speak english it speaks frequency speaking to the universe is not so much a verbal thing although you can speak aloud or in your head about things that matter to you but rather and more importantly it is an emotion and vibration communication next time you are questioning yourself why you are not manifesting in your life what you want look into the vibration of your thoughts instead the type of energy you put out there is the type of energy you get back because the universe is matching your frequency if you have thoughts of fear and lack for example that is what you will be manifesting you manifest your blockages and exactly what you do not have if you have thoughts of abundance courage love guess what you will be manifesting just that here are my top ways to ensure that the universe hears you be specific and clear on what you want speak and act as if you already have what you want example i have a new job i have a new house i love my life etc write down your desires or make a vision board this way you are already bringing your desires into the physical realm stay focus be consistent and do not give up do not be afraid to ask the universe so feel confident to aim big raise your vibrations higher work for what you want use all the resources available to you to achieve what you want ask for guidance and support to the angels call them in they love helping out let go old energy and limiting beliefs direct your energy to what you want where attention goes energy flows practice gratitude and compassion trust and trust the universe remember you are a creator you have a piece of universe in you love mel photo,
27,manifest,you must think outside the box and do something bold people are of trying new things if you give voice to your fears then those doors just simply will not open up if you are struggling to make bold decisions ask yourself what is the thing that could happen what is the thing that could happen do not wait for the opportunities but them it all starts by having a which is in fact the first phase of my coaching programme where you learn how to rewire your negative thoughts into positive ones move beyond the limiting beliefs that keep holding you back elevate your inner confidence grow your life biz goals uncover your potential to manifest your purpose if you are ready to embark on a new journey i would love to be your coach for the next months and help you that you deserve dm me with any questions,
28,manifest,things i learned on a mofo rollercoaster of a day i am very tall long legs and i walk fast walking behind people at their pace is incredibly frustrating trying to get them up to my speed or pushing past them just makes it worse being a powerful leader means that sometimes you have to slow down to facilitate other people s pace they will catch up to you if you slow down a bit success is a journey not a destination for every win there is always something more to achieve so do not limit yourself by what you see as your goal someone may be able to expand the achievement in ways you were not aware of today a wonderful woman expanded my vision and changed the lives of many people thanks r be kind being kind gives other people space to be kind back and opens up new ways of being with each other be kind but take no shit lockdown does not mean frozen or inaction i have achieved more today than i have achieved in years and that says a lot considering my level of achievement the people you surround yourself with are your best mirrors critics and allies surround yourself with the best people if you want to achieve the best what they want for themselves will manifest in your life finally gratitude thank those around you that assist your forward momentum thank your ancestors for the road that they laid to ease your passage thank yourself you are the wellspring from which your entire existence begins and ends have a wonderful weekend you deserve it a luta continua jay,
29,manifest,lockdown has us all multitasking some of us have become professional hair stylists chefs athletes cleaners entertainers conspiracy theorists amazon gurus netflix consultants tiktok experts in chief you name it now more than ever maybe you are learning you can do stuff you assumed you could not or did not bother to do self care is all about process in this time the process might be frustrating as you go from beginner to progressor but do not give up enjoy this time of discovery allow your self to patiently explore and manifest in the new ways it is inviting you to grow what is the newest skill you have had to learn since began comment below love,
30,manifest,if there was one thing you could get rid of in your life what would it be while working on manifesting what you want it makes sense to work on dematerialising what you do not want which you do by taking your attention off it say you hate your old car and are desperate for a new car give no thought to your old car other than to love it and appreciate it then take your focus to the new car go and sit in it at the showroom take it for a test drive fall in love with the idea that it is yours feel excited that you get to drive it take your imagination into the future where having the new car is completely normal another example if you get anxiety do not spend any time identifying as an anxious person focus on how good you feel when you do not feel anxious make statements in your head each time you notice how good you feel saying i love feeling at ease and relaxed with an uncluttered mind use this method to manifest whatever you want take your attention off what you do not want and put it on what you do want,
31,manifest,you all have the power to create your wildest dreams even in this crazy world we live in right now there is a huge shift happening on the planet right now and if your lucky you will start to feel the uprising the freeing of bondage and pain is being she would you choose your destiny and only you have the power to manifest a world you dream to live in yes we might be feeling shit right now our vibrations might be low but it shall pass the sky is not the limit there is no limit when it comes to your wildest dreams keep the fire of your dream life burning and fuel it everyday with a mantra my thoughts become my reality i am literally planning my exit plan to somewhere hot as soon as we can get us out of here until then i will travel to every dimension of my life with the power of belief and power of manifestation in my mind tell me below one big dream you have right now,
32,manifest,when we dance together we surrender to the music dissolve boundaries and let the masks fall away there is something so powerful in the moment where everyone just drops into their own individual rhythms even though everyone dances in their own unique way during the rising soul classes there is a deep feeling of unity i have felt powerful things during facilitating i just cannot put into words did you know that dancing was used in ancient traditions to manifest in ancient native american shamanic traditions shamans would dance themselves into a trance like state with the intention to manifest they were able use dance as a powerful tool to create things like good health rain have you had or felt any powerful experiences whilst dancing photo via,
33,manifest,minute stretch and strengthen workout before my workday commenced this morning the body gets used to the same routine and so it is important to keep mixing it up to stop the muscles getting lazy and the exercise less impactful i have been in pain yesterday from what seems like repetitive high impact activity that i went a bit crazy on we all indulge in what we enjoy and experienced joint and back pain work stresses and woes have also been getting me down and as discovered in a book i read recently your body speaks your mind by maria shapiro this can manifest as physical ailments mixing up the routine for some low impact stretch left me light and energised yet still working up a sweat,
34,manifest,if dubai was built from just sand into one of the most advanced cities in the world what is stopping you from building your dreams and visions from the ground up i am sure people told the developers in dubai years ago that building in the desert and creating this city would be way too expensive and a difficult task but these people had a dream and a vision they only saw sand on the ground at one point but knew in their hearts and minds one day it would become one of the most talked about cities in the world you might see only challenges struggle and failure in your business but no matte anyone says about your dreams and goals or whatever happens along the way have it set and stone in your mind that you will make your dreams manifest never depend on a single income start and investment to create a second source the system i use is accurate with a guaranteed payout minimum investment of my strategy is unique and efficient testimonies available and also testimony to live trading account assured,
35,manifest,would not it be nice a sentence i use to manifest without putting too much pressure behind it because they key to manifesting is trusting and receiving and you cannot do that if you are trying too hard using sentences like would not it be nice or it would be nice to experience do see have let the universe know what you want and then they can go to work your job is to be ready when it gets there,
36,manifest,bullying a subject close to my heart i work with so many clients who are still traumatised many years later from cruelty at school there is no time in the subconscious so these experiences are locked into the emotional system and invariably manifest as self esteem issues depression anxiety which is exactly why i was delighted to have had the opportunity to write a blog for an incredible charity raising awareness of bullying for many young people the lockdown period has provided a welcome escape from school bullying in this blog i discuss the importance of using this precious time as an opportunity to better understand the impact bullying has on young people how can we use this time to empower resilience link in the bio,
37,manifest,allow your crystals to charge for an hour or two in the morning sunlight by a window if you do not have a garden before bringing them in once you have them collected you can charge them with your intentions manifest new intentions by meditating on what you could achieve without negative energy blocking your path,
38,manifest,walking barefoot in the rain picking flowers in our court yard wearing a beautiful dress with no underwear it takes a lot to spoil my fun and take my magic away i still remember the moment i decided to stop putting my happiness in other people s hands complaining about them thinking when will i get my share as if it is anyone s job to make the happy the truth is no one owes me anything at all not the government not my coaches not my friends not my family my life is entirely up to me and it was a quite a miserable mess until i realized that point my life is entirely up to me and that is great news no one can take my joy unless i give it to them my life will always be a beautiful magical abundant af adventure if i make it so while i see many people go up and down the roller coaster they call life i am so glad i got off when i did speaking of getting off roller coasters are you on a crazy rollercoaster with money and it is no fun at all come join my latest course unleash your money power days of massive money miracles days of revising your money consciousness from scratch days of setting you up for a healthy wealthy abundant future with money days of massive action taking days of my very best money tools that have helped my clients manifest thousands of dollars fill up their savings donate thousands to charity sell out services and products and live completely in alignment with the reality of unlimited abundance want to join the course go to hannabier com moneypower to grab your seat today we start may st let us sort out your money situation once and for all,
39,manifest,from an unpublished interview between hendrik folkerts and cally spooner during the preparation for her work dead time at art institute chicago how can i create a performance that does not kill the live time that it hopes to thrive on or rather how can i create something that does not circulate endlessly in an image economy rendered both vital and corpse like how can my performance making not become ferociously financial and how can it avoid becoming a still life apparently thriving but actually dying how could i create a live performance event that does not become a self replicating image of a liveness in order that it may never join the same endlessly circulating visual economies as toni smit ikea bathroom in an airbnb experience economy or a cheese poked to perfection in an advertising office as to what elements of still life might manifest in dead time i would say this concept is carried and performed by ashton his choreography arrives from a variety of bids to produce an image ready body using techniques and repertoire from soul cycle and core burn yet this impetus only stiffens and depletes his anatomy he offers the stock image of strength and vitality yet before an audiences eyes this image starts to degrade his muscles twitch and collapse life enters into the still life even though that life is the decay of the muscles and the failure of the body i do not want to say it is like a piece of fruit ripe to the touch yet already falling apart in its eternal readiness but perhaps its easier to say that i wanted to show that collapse because i felt it was the moment where the still life was released from the gorgonic medusa produced stone cold image thank you irena haiduk for the reference and started to breathe again if only because it was allowed to deplete then there is one element that for me contains no still life at all and that is maggie taking her time to do her spine rolling in a continuous movement yet often as though she is barely moving or active at all she remains in state of elongated stillness and repair writer curator original pear arranger,
40,manifest,she inspires me award goes to a dreamers to manifest caro gomez multi awards winner entrepreneur originally from el salvador caro came to the uk to follow her dream of becoming a fashion designer first at central saint martins and the at chelsea college of art design after many years in the sidelines of the industry she finally decided to take the plunge and start her eponymous label in focusing on bringing joy and power to the women that wear her clothes through her playful illustrations embroidery and digital prints here the link to see her creation london salvador panam,
41,manifest,today s tarots part see part looks like instagram allows just a limited number of characters per post and i have reached it with my enthusiastic blabbing in the previous one hence this is the second part of today s reading the ace of cups represents the essence of the heart the deepest emotional and spiritual love within us and the emotional intelligence that knows how to manifest this love often our hearts are blocked with many negative feelings especially in the current situation and we have made it a normal state to be in but really it should be normal to feel joy let the positive energies flow feel the love inside you and around it sounds kind of a hippie s message but actually love is the best antidote to fear and we do need a lot of it nowadays,
42,manifest,she inspires me who it is she it is a women who have a dream and manifest in to realty it is a women who can be motivating to see others happy it is a women who can be strong to moving on from frustrating experience and be happy to motivate others it is a women can be independent from frustrating relationships and be happy buy herself it is a women always there for her family friends and ready to serving to the others who need the most entrepreneur,
43,manifest,today in history our lord jesus showed himself to his disciples in galilee and i am using this occasion to pray that he will manifest in your situation and restore back all you have lost happy easter to you all dress made by,
44,manifest,totally a double training sort of day day one of my cycle the time when i need to train hardest and feel at my strongest it was good to push myself i have not done that in weeks not helped by the fact my period was days late from recent conversations i hear that is been quite common during lockdown i always recommend that for my clients that can monitor their cycle they do i have also been spent the last year telling anyone who will listen that they must read maisy hill s period power book i read it last spring and it was a game changer for training both myself and my clients it is for anyone who has any contact in any way with any woman all women also download the moody app and use it right time to watch the final episode of manifest also if you found yourself squirming at the mention of periods you need to work on your shame attached to the female body,
45,manifest,being honest with others is when you are truly being honest with yourself ep link in bio i say it like it is easy to do what sort of honesty am i talking of being able to just say what you want and say no to what you do not want in your life it is a practice but what i discovered was that one point every single one of us was born with that ability but in certain moments with other people family the world the media the music the movies taught us to only accept the love we think we deserve we even unconsciously choose people who will prove what sort of love we deserve we all grew up being told how to behave some of us resisted which caused us to get alienated by the people closest to us i mean i do not blame them it is not an easy world to live in we end up accepting our childhoods i mean we had to to survive wait you probably still thinking of the quote above of choosing the love we deserve let me explain i have experienced a lot of rejection as a child mum i forgive you and love you we got a real relationship now anyway a lot of people even moments in school family dinners parties every time i felt like i wanted to fit in or even be accepted by the people close to me i had to ether behave or be silenced completely this caused some major strengths in me also a weakness a weakness that created a part of me that does not rely on anyone to meet my needs so it is like i choose it yeah being aware is one thing but the pain i felt that created each brick on this wall had to be transmuted and healed am i done i do not know but the world telling me different now change comes from within my whole point of this post and podcast is to show you that your soul is more powerful than you think only thing that stops miracles come your way is the energy we hold within ourselves the energy the pain the fear around what we experienced in this world even from the womb so take a deep breath and know your boy is on a mission to manifest it all but consciously take a peak at the podcast if i grabbed your attention peace love,
46,manifest,the sad story of katie stubblefield as with every piece from dabhi his creations manifest whilst fusing a digital process and his skills as a photographer and painter together each one of his characters or scenarios evolve with each layer presenting you with a multi layered and intentionally flawed scene or silhouette to admire see more from this exceptional artist and story teller with the all new aviary website an online shop visit www aviaryart co uk and sign up to our mailing list to learn more and be the first know about our upcoming shows and special offers,
47,manifest,quick mama make up lockdown skin tips after posting my corona hair video yesterday i received quite a few dm s requesting external wellness tips for your skin so i thought its only right that i oblige with the following us home schooling mamas are not got no time for contouring or to cake on foundation for that matter we got kids to feed lessons to teach hence i have found all you really need is a good brush and a bronzer for your cheek bones i personally use mineralise skinfinish natural in dark by mac honestly this has been my go to mama on the move essentials for years just a quick brush on to my cheek bones a dab to any oily arrears and it just wakes your skins natural warm glow up giving you that honey due look eyes our eyes are the window to our soul for a busy mama like me i only use things in my mama make up tool kit if like me you want results but you are not got time for any surgical looking lash metal curlers all the other time consuming jazz which takes way too long you may want to consider mac extended play gigablack mascara mac hr eye concealer a dark eye shadow all three take about second each to apply and i am done seriously in under minutes my time saving mini makeup moves listed above has me looking like a mama that is still shining inside out mamas h o aka water we know that our bodies are water so it just makes sense that if you are a mama on the move you need to keep hydrated if you do not have a water machine at home then ensure you have stocked up on oodles of bottles water refreshes your mood replenishes your energy and vitalise the skin lips keep it subtle but w a pop as a mum of x young souls i have come to find that a part of feeling good internally is also extending that love to my outter self centering thought for the day self care manifest in the total care of your being,
48,manifest,well this week goes down as one of my top weeks at work like ever i do not know if it was because of the lovely chilled break i had this christmas and new year but i thoroughly enjoyed every day with all my heart started the week planning the manifestation wall in the workshop but we got so busy with new ideas and getting them started we completely forgot the wall that said things have already started to manifest think i will share some of the news with you on sunday s post anyhow you may have seen on our stories this week the new graffiti collection of prints they are now all finished and online what is your favourite think mine is the gorgeous colourful cottage with the very discreet home sweet f ing home,
